,site_location,Math_PercentConfluent,Metadata_site,Metadata_Well,Metadata_Site,Metadata_Plate
63,12,68.99979082845628,CP257D-Well3-12,Well3,12,CP257D
64,12,7.645021093520749,CP257N-Well6-12,Well6,12,CP257N
65,12,17.350381401158195,CP257D-Well2-12,Well2,12,CP257D
66,12,19.241050743080564,CP257L-Well3-12,Well3,12,CP257L
67,12,3.455554584659266,CP257D-Well5-12,Well5,12,CP257D
68,12,2.396854872714572,CP257A-Well3-12,Well3,12,CP257A
69,12,2.981573540241445,CP257B-Well6-12,Well6,12,CP257B
70,12,3.662666903805501,CP257F-Well5-12,Well5,12,CP257F
71,12,1.6481561353715657,CP257L-Well6-12,Well6,12,CP257L
72,12,4.92735933776168,CP257J-Well5-12,Well5,12,CP257J
73,12,8.694394145710135,CP257J-Well4-12,Well4,12,CP257J
74,12,8.357193320221379,CP257F-Well4-12,Well4,12,CP257F
75,12,1.3450732107154402,CP257J-Well2-12,Well2,12,CP257J
76,12,9.379233390500843,CP257A-Well5-12,Well5,12,CP257A
77,12,1.513006256914572,CP257J-Well1-12,Well1,12,CP257J
78,12,3.2975606341989883,CP257H-Well6-12,Well6,12,CP257H
79,12,3.7916066957438295,CP257J-Well3-12,Well3,12,CP257J
80,12,1.250192755543199,CP257H-Well5-12,Well5,12,CP257H
81,12,8.501627952811583,CP257L-Well5-12,Well5,12,CP257L
82,12,1.821586148292396,CP257F-Well6-12,Well6,12,CP257F
83,13,27.20293415539033,CP257D-Well2-13,Well2,13,CP257D
84,13,65.86777143329734,CP257D-Well3-13,Well3,13,CP257D
85,13,0.8448294569397216,CP257N-Well6-13,Well6,13,CP257N
86,13,1.9110692296540648,CP257L-Well4-13,Well4,13,CP257L
87,13,1.8548196519731333,CP257D-Well4-13,Well4,13,CP257D
88,14,8.843338787751968,CP257D-Well2-14,Well2,14,CP257D
89,14,34.34134797340816,CP257D-Well3-14,Well3,14,CP257D
90,15,3.8303595814299713,CP257D-Well3-15,Well3,15,CP257D
91,15,0.7672231000087913,CP257D-Well6-15,Well6,15,CP257D
92,16,10.629210813188864,CP257D-Well6-16,Well6,16,CP257D
93,17,43.83273819108297,CP257D-Well6-17,Well6,17,CP257D
94,17,1.910474702123992,CP257A-Well6-17,Well6,17,CP257A
95,18,0.9041691573642416,CP257L-Well3-18,Well3,18,CP257L
96,18,0.8664708989699409,CP257L-Well6-18,Well6,18,CP257L
97,18,54.67751028995541,CP257D-Well6-18,Well6,18,CP257D
98,18,1.4525952408722902,CP257A-Well6-18,Well6,18,CP257A
99,19,1.6312151351545263,CP257K-Well5-19,Well5,19,CP257K
100,19,9.59883552986632,CP257L-Well3-19,Well3,19,CP257L
101,19,9.501080982833551,CP257K-Well1-19,Well1,19,CP257K
102,19,9.514173910506091,CP257D-Well1-19,Well1,19,CP257D
103,19,8.186644858078074,CP257K-Well6-19,Well6,19,CP257K
104,19,4.988860052932649,CP257N-Well1-19,Well1,19,CP257N
105,19,12.457554621202052,CP257D-Well2-19,Well2,19,CP257D
106,19,1.7683730184077424,CP257N-Well3-19,Well3,19,CP257N
107,19,4.919262184826073,CP257F-Well3-19,Well3,19,CP257F
108,19,10.9905180496642,CP257N-Well6-19,Well6,19,CP257N
109,19,9.259556872032851,CP257K-Well3-19,Well3,19,CP257K
110,19,1.6296580838818178,CP257J-Well3-19,Well3,19,CP257J
111,19,1.9778897135032545,CP257L-Well2-19,Well2,19,CP257L
112,19,6.684973551295158,CP257D-Well3-19,Well3,19,CP257D
113,19,5.933060201144049,CP257N-Well5-19,Well5,19,CP257N
114,19,3.901229319365936,CP257K-Well2-19,Well2,19,CP257K
115,19,7.696364036141221,CP257N-Well4-19,Well4,19,CP257N
116,19,6.0093376035187,CP257L-Well6-19,Well6,19,CP257L
117,19,41.43706785919167,CP257D-Well6-19,Well6,19,CP257D
118,19,13.496484716786703,CP257A-Well1-19,Well1,19,CP257A
119,19,3.214326160403109,CP257B-Well3-19,Well3,19,CP257B
120,19,6.587587908795832,CP257A-Well3-19,Well3,19,CP257A
121,19,1.7417680299370628,CP257A-Well2-19,Well2,19,CP257A
122,19,7.159695157964495,CP257A-Well6-19,Well6,19,CP257A
123,21,40.35207358017772,CP257D-Well5-21,Well5,21,CP257D
124,21,13.07736617156216,CP257A-Well5-21,Well5,21,CP257A
125,21,4.451871623400056,CP257L-Well3-21,Well3,21,CP257L
126,21,4.045859109481365,CP257J-Well5-21,Well5,21,CP257J
127,21,57.27069236188502,CP257D-Well4-21,Well4,21,CP257D
128,21,12.021819996078587,CP257J-Well4-21,Well4,21,CP257J
129,21,94.43325611471684,CP257A-Well4-21,Well4,21,CP257A
130,21,6.673438218787377,CP257K-Well1-21,Well1,21,CP257K
131,22,1.525037801139515,CP257A-Well1-22,Well1,22,CP257A
132,22,1.4245588627869494,CP257J-Well4-22,Well4,22,CP257J
133,22,8.10224662625555,CP257D-Well4-22,Well4,22,CP257D
134,22,0.7537353613434649,CP257L-Well3-22,Well3,22,CP257L
135,22,27.688746031447984,CP257A-Well4-22,Well4,22,CP257A
136,22,1.6546455060468817,CP257H-Well5-22,Well5,22,CP257H
137,22,4.711325699938791,CP257D-Well5-22,Well5,22,CP257D
138,23,5.413300359010223,CP257L-Well4-23,Well4,23,CP257L
139,23,0.8840702416167948,CP257H-Well6-23,Well6,23,CP257H
140,23,0.6765056353722979,CP257A-Well6-23,Well6,23,CP257A
141,26,0.9644397708006952,CP257L-Well4-26,Well4,26,CP257L
142,27,0.7383608159570452,CP257B-Well6-27,Well6,27,CP257B
143,27,1.625993029942587,CP257F-Well2-27,Well2,27,CP257F
144,27,1.7142851214897552,CP257K-Well2-27,Well2,27,CP257K
145,28,1.3508701065338191,CP257F-Well2-28,Well2,28,CP257F
146,28,1.4414891084799475,CP257A-Well6-28,Well6,28,CP257A
147,28,5.660312292611317,CP257F-Well5-28,Well5,28,CP257F
148,29,11.324098173820122,CP257D-Well1-29,Well1,29,CP257D
149,29,10.503122653180537,CP257F-Well5-29,Well5,29,CP257F
150,30,83.87739922954191,CP257D-Well1-30,Well1,30,CP257D
151,30,51.18457261728188,CP257A-Well1-30,Well1,30,CP257A
152,30,5.579460720861971,CP257D-Well2-30,Well2,30,CP257D
153,30,10.67188171458888,CP257K-Well1-30,Well1,30,CP257K
154,31,18.291948820672257,CP257D-Well4-31,Well4,31,CP257D
155,31,13.020520977083384,CP257F-Well6-31,Well6,31,CP257F
156,31,16.12970959463567,CP257D-Well6-31,Well6,31,CP257D
157,31,4.246399375815035,CP257F-Well5-31,Well5,31,CP257F
158,31,17.501081006078476,CP257F-Well4-31,Well4,31,CP257F
159,31,2.8326157314971026,CP257A-Well5-31,Well5,31,CP257A
160,31,5.994549894418951,CP257B-Well4-31,Well4,31,CP257B
161,31,4.655604807168085,CP257J-Well4-31,Well4,31,CP257J
162,31,2.167717292597448,CP257L-Well3-31,Well3,31,CP257L
163,31,4.696613394560574,CP257L-Well2-31,Well2,31,CP257L
164,32,8.984678069257264,CP257A-Well4-32,Well4,32,CP257A
165,35,0.7803608039012552,CP257F-Well1-35,Well1,35,CP257F
166,35,0.7769239732720824,CP257A-Well5-35,Well5,35,CP257A
167,38,0.7455054173914911,CP257N-Well5-38,Well5,38,CP257N
168,38,1.7604663431380525,CP257N-Well3-38,Well3,38,CP257N
169,39,0.724337735850955,CP257K-Well5-39,Well5,39,CP257K
170,39,2.7277010671983466,CP257D-Well3-39,Well3,39,CP257D
171,39,2.3031349338927964,CP257D-Well1-39,Well1,39,CP257D
172,39,1.2225844543497015,CP257B-Well5-39,Well5,39,CP257B
173,40,9.376122640763557,CP257F-Well2-40,Well2,40,CP257F
174,40,45.57435613190909,CP257A-Well1-40,Well1,40,CP257A
175,40,10.773347209203395,CP257F-Well1-40,Well1,40,CP257F
176,40,2.498695597843878,CP257A-Well6-40,Well6,40,CP257A
177,40,19.422020038714944,CP257D-Well1-40,Well1,40,CP257D
178,40,10.96002457489738,CP257F-Well3-40,Well3,40,CP257F
179,40,1.220794476665601,CP257K-Well4-40,Well4,40,CP257K
180,40,1.3443802319766167,CP257K-Well6-40,Well6,40,CP257K
181,40,12.51800729285499,CP257D-Well3-40,Well3,40,CP257D
182,41,9.704985715731048,CP257F-Well4-41,Well4,41,CP257F
183,41,2.186593424950096,CP257B-Well4-41,Well4,41,CP257B
184,41,49.42598020776092,CP257D-Well6-41,Well6,41,CP257D
185,41,4.155254398325756,CP257F-Well6-41,Well6,41,CP257F
186,41,10.427951855156648,CP257A-Well4-41,Well4,41,CP257A
187,41,2.236938688170876,CP257L-Well2-41,Well2,41,CP257L
188,45,23.69281814040456,CP257A-Well1-45,Well1,45,CP257A
189,45,22.748694933517456,CP257A-Well6-45,Well6,45,CP257A
190,45,20.754235040868533,CP257A-Well3-45,Well3,45,CP257A
191,45,10.803795665236317,CP257F-Well6-45,Well6,45,CP257F
192,45,25.83900071816735,CP257A-Well5-45,Well5,45,CP257A
193,45,2.23466646146497,CP257H-Well5-45,Well5,45,CP257H
194,45,1.716039361449338,CP257B-Well4-45,Well4,45,CP257B
195,45,9.511348553068355,CP257F-Well5-45,Well5,45,CP257F
196,45,11.593299396587057,CP257D-Well6-45,Well6,45,CP257D
197,45,11.467127750078973,CP257B-Well5-45,Well5,45,CP257B
198,45,4.8854402193809605,CP257D-Well5-45,Well5,45,CP257D
199,45,32.15391653451764,CP257A-Well2-45,Well2,45,CP257A
200,45,23.48692963767273,CP257F-Well3-45,Well3,45,CP257F
201,45,1.520175974085254,CP257B-Well2-45,Well2,45,CP257B
202,45,19.431185445415423,CP257A-Well4-45,Well4,45,CP257A
203,45,7.68318247471544,CP257B-Well6-45,Well6,45,CP257B
204,45,7.914815509516178,CP257D-Well3-45,Well3,45,CP257D
205,45,9.81989055474727,CP257F-Well2-45,Well2,45,CP257F
206,46,14.089535067937051,CP257F-Well5-46,Well5,46,CP257F
207,46,12.095097345676775,CP257A-Well1-46,Well1,46,CP257A
208,46,28.33112228545372,CP257F-Well3-46,Well3,46,CP257F
209,46,0.9095369165052392,CP257D-Well3-46,Well3,46,CP257D
210,46,42.63411210250048,CP257A-Well2-46,Well2,46,CP257A
211,46,50.55017485185648,CP257A-Well6-46,Well6,46,CP257A
212,46,1.2363229701778513,CP257H-Well5-46,Well5,46,CP257H
213,46,55.21993540934336,CP257A-Well5-46,Well5,46,CP257A
214,46,0.8766861800027906,CP257F-Well1-46,Well1,46,CP257F
215,46,18.31158321860657,CP257F-Well2-46,Well2,46,CP257F
216,46,12.726761638805172,CP257F-Well6-46,Well6,46,CP257F
217,46,1.1448650769929385,CP257B-Well5-46,Well5,46,CP257B
218,46,0.6669204451808002,CP257H-Well2-46,Well2,46,CP257H
219,46,0.717594321203804,CP257H-Well3-46,Well3,46,CP257H
220,46,0.992446944324258,CP257B-Well3-46,Well3,46,CP257B
221,46,0.9681405397175924,CP257F-Well4-46,Well4,46,CP257F
222,46,44.77921587600644,CP257A-Well3-46,Well3,46,CP257A
223,46,19.713547962537746,CP257A-Well4-46,Well4,46,CP257A
224,46,6.938715024922655,CP257H-Well6-46,Well6,46,CP257H
225,47,0.8062811312812783,CP257J-Well5-47,Well5,47,CP257J
226,48,1.1759227714727096,CP257N-Well5-48,Well5,48,CP257N
227,49,1.2229590536028554,CP257A-Well1-49,Well1,49,CP257A
228,50,8.467165782200556,CP257F-Well1-50,Well1,50,CP257F
229,50,2.5255792135471227,CP257F-Well2-50,Well2,50,CP257F
230,50,24.468616889457486,CP257D-Well2-50,Well2,50,CP257D
231,50,40.092671233037855,CP257D-Well3-50,Well3,50,CP257D
232,50,6.459825089947242,CP257A-Well1-50,Well1,50,CP257A
233,51,1.0218940906406706,CP257K-Well4-51,Well4,51,CP257K
234,51,2.233806349483725,CP257L-Well2-51,Well2,51,CP257L
235,51,19.287854376810547,CP257D-Well4-51,Well4,51,CP257D
236,51,1.6725917584230678,CP257K-Well6-51,Well6,51,CP257K
237,51,49.07539133017572,CP257D-Well5-51,Well5,51,CP257D
238,51,64.50943708317408,CP257D-Well6-51,Well6,51,CP257D
239,51,36.41270045261974,CP257A-Well6-51,Well6,51,CP257A
240,52,0.9793727876893672,CP257D-Well6-52,Well6,52,CP257D
241,54,0.8611914443289637,CP257B-Well3-54,Well3,54,CP257B
242,54,8.064918478711583,CP257B-Well6-54,Well6,54,CP257B
243,55,11.787443679686552,CP257A-Well1-55,Well1,55,CP257A
244,55,14.899746804808077,CP257H-Well5-55,Well5,55,CP257H
245,55,6.16593652759313,CP257H-Well6-55,Well6,55,CP257H
246,55,6.3190789544666925,CP257A-Well3-55,Well3,55,CP257A
247,55,13.299804378104694,CP257A-Well4-55,Well4,55,CP257A
248,55,5.783907813536057,CP257A-Well2-55,Well2,55,CP257A
249,55,2.4178952499232134,CP257F-Well3-55,Well3,55,CP257F
250,55,5.224613997658241,CP257A-Well5-55,Well5,55,CP257A
251,55,6.466713971509413,CP257H-Well3-55,Well3,55,CP257H
252,55,1.3505822446041922,CP257B-Well3-55,Well3,55,CP257B
253,55,7.656874533569511,CP257D-Well6-55,Well6,55,CP257D
254,55,16.105853727977046,CP257D-Well3-55,Well3,55,CP257D
255,55,0.6921925888793048,CP257B-Well6-55,Well6,55,CP257B
256,55,7.109687262483612,CP257B-Well5-55,Well5,55,CP257B
257,55,3.137191468330415,CP257B-Well2-55,Well2,55,CP257B
258,55,6.555873819420071,CP257B-Well4-55,Well4,55,CP257B
259,55,8.301683285674423,CP257D-Well5-55,Well5,55,CP257D
260,55,10.455034552444,CP257A-Well6-55,Well6,55,CP257A
261,55,4.448338473292301,CP257D-Well2-55,Well2,55,CP257D
262,56,0.8014605200068364,CP257B-Well6-56,Well6,56,CP257B
263,56,7.422728283393586,CP257A-Well5-56,Well5,56,CP257A
264,56,2.1227758906725267,CP257H-Well5-56,Well5,56,CP257H
265,56,11.381895987561208,CP257A-Well4-56,Well4,56,CP257A
266,56,9.96826453322955,CP257A-Well1-56,Well1,56,CP257A
267,56,5.378465837184889,CP257A-Well2-56,Well2,56,CP257A
268,56,11.18419099705007,CP257A-Well6-56,Well6,56,CP257A
269,56,28.209656127885843,CP257A-Well3-56,Well3,56,CP257A
270,56,25.02871305851713,CP257F-Well3-56,Well3,56,CP257F
271,56,4.69442673090973,CP257F-Well6-56,Well6,56,CP257F
272,56,0.8054965702910933,CP257D-Well3-56,Well3,56,CP257D
273,56,1.022261368354617,CP257B-Well5-56,Well5,56,CP257B
274,56,1.9293068155429385,CP257H-Well6-56,Well6,56,CP257H
275,57,0.8315612675237256,CP257A-Well6-57,Well6,57,CP257A
276,57,1.5431993645964448,CP257K-Well1-57,Well1,57,CP257K
277,57,1.676918638486543,CP257H-Well1-57,Well1,57,CP257H
278,60,5.50799871249758,CP257D-Well1-60,Well1,60,CP257D
279,60,1.9119938790367488,CP257B-Well5-60,Well5,60,CP257B
280,60,1.7881508756635718,CP257N-Well4-60,Well4,60,CP257N
281,60,48.05646392663984,CP257D-Well2-60,Well2,60,CP257D
282,60,50.34162147971046,CP257D-Well3-60,Well3,60,CP257D
283,60,1.0252417277711046,CP257K-Well5-60,Well5,60,CP257K
284,60,44.01994340694767,CP257A-Well3-60,Well3,60,CP257A
285,61,1.607508514512718,CP257L-Well2-61,Well2,61,CP257L
286,61,76.27579183441986,CP257D-Well5-61,Well5,61,CP257D
287,61,4.029706878493482,CP257B-Well5-61,Well5,61,CP257B
288,61,5.427210543534767,CP257F-Well6-61,Well6,61,CP257F
289,61,1.5917084208714742,CP257L-Well5-61,Well5,61,CP257L
290,61,49.62580396136716,CP257D-Well4-61,Well4,61,CP257D
291,61,39.2364548987296,CP257D-Well6-61,Well6,61,CP257D
292,61,20.31959532807744,CP257A-Well5-61,Well5,61,CP257A
293,61,5.4666232860697,CP257K-Well6-61,Well6,61,CP257K
294,61,12.62770118791485,CP257L-Well6-61,Well6,61,CP257L
295,61,1.2645425367961192,CP257B-Well6-61,Well6,61,CP257B
296,61,77.82422179944771,CP257A-Well6-61,Well6,61,CP257A
297,61,1.6035525995381503,CP257L-Well1-61,Well1,61,CP257L
298,62,3.1268693676113646,CP257A-Well6-62,Well6,62,CP257A
299,62,1.7614585161662404,CP257D-Well5-62,Well5,62,CP257D
300,64,1.2777308856251122,CP257L-Well6-64,Well6,64,CP257L
301,66,0.8887172364221055,CP257F-Well3-66,Well3,66,CP257F
302,66,0.8034043385580814,CP257K-Well6-66,Well6,66,CP257K
303,67,1.2734065396081184,CP257H-Well4-67,Well4,67,CP257H
304,67,1.1354512083677752,CP257D-Well3-67,Well3,67,CP257D
305,68,4.712819513159046,CP257F-Well5-68,Well5,68,CP257F
306,68,1.0197415342337526,CP257H-Well4-68,Well4,68,CP257H
307,69,0.8656005200441589,CP257N-Well2-69,Well2,69,CP257N
308,69,2.350533389450795,CP257A-Well3-69,Well3,69,CP257A
309,70,27.86146867885501,CP257D-Well1-70,Well1,70,CP257D
310,70,24.34063728465899,CP257D-Well3-70,Well3,70,CP257D
311,70,1.930132301467519,CP257N-Well3-70,Well3,70,CP257N
312,70,14.394769946073955,CP257F-Well3-70,Well3,70,CP257F
313,70,1.9246802642460965,CP257A-Well2-70,Well2,70,CP257A
314,70,3.8875232623331777,CP257B-Well3-70,Well3,70,CP257B
315,70,78.60652561740774,CP257A-Well3-70,Well3,70,CP257A
316,70,45.15364670314959,CP257D-Well2-70,Well2,70,CP257D
317,70,1.1545675581070536,CP257F-Well2-70,Well2,70,CP257F
318,71,51.14382396734464,CP257A-Well5-71,Well5,71,CP257A
319,71,46.80912448314468,CP257D-Well4-71,Well4,71,CP257D
320,71,14.36171377158775,CP257L-Well1-71,Well1,71,CP257L
321,71,5.908882049887935,CP257F-Well4-71,Well4,71,CP257F
322,71,4.224754516914846,CP257A-Well4-71,Well4,71,CP257A
323,71,4.774897831347909,CP257J-Well5-71,Well5,71,CP257J
324,71,15.150709417901547,CP257D-Well6-71,Well6,71,CP257D
325,71,23.60895839755039,CP257F-Well6-71,Well6,71,CP257F
326,71,73.87556461730347,CP257D-Well5-71,Well5,71,CP257D
327,71,4.446429515923343,CP257F-Well5-71,Well5,71,CP257F
328,71,6.92802110115821,CP257B-Well5-71,Well5,71,CP257B
329,71,73.596019372269,CP257A-Well6-71,Well6,71,CP257A
330,71,15.456865195534627,CP257J-Well6-71,Well6,71,CP257J
331,72,12.23036514590192,CP257D-Well5-72,Well5,72,CP257D
332,72,1.787974422351597,CP257A-Well5-72,Well5,72,CP257A
333,72,3.2567237123093107,CP257J-Well6-72,Well6,72,CP257J
334,72,7.345111913725613,CP257A-Well6-72,Well6,72,CP257A
335,72,0.7943544761230351,CP257F-Well4-72,Well4,72,CP257F
336,72,0.7701561691263522,CP257H-Well6-72,Well6,72,CP257H
337,72,1.7364059717608151,CP257L-Well1-72,Well1,72,CP257L
338,76,0.9649669016164728,CP257K-Well6-76,Well6,76,CP257K
339,77,3.09755903255416,CP257B-Well5-77,Well5,77,CP257B
340,78,1.6800446719235815,CP257B-Well5-78,Well5,78,CP257B
341,78,0.8965374168560972,CP257A-Well4-78,Well4,78,CP257A
342,79,6.813322349513951,CP257A-Well3-79,Well3,79,CP257A
343,79,1.1340835622560792,CP257F-Well2-79,Well2,79,CP257F
344,79,0.9375816566158046,CP257F-Well1-79,Well1,79,CP257F
345,79,2.1110202444956814,CP257K-Well3-79,Well3,79,CP257K
346,80,70.09494619002992,CP257A-Well3-80,Well3,80,CP257A
347,80,7.908046679113841,CP257F-Well3-80,Well3,80,CP257F
348,80,22.2715991447926,CP257D-Well2-80,Well2,80,CP257D
349,80,19.72541526233891,CP257A-Well2-80,Well2,80,CP257A
350,80,5.088389103380832,CP257D-Well1-80,Well1,80,CP257D
351,80,8.406616247209358,CP257K-Well3-80,Well3,80,CP257K
352,82,14.29314147842046,CP257K-Well4-82,Well4,82,CP257K
353,82,7.531569692825028,CP257K-Well5-82,Well5,82,CP257K
354,82,2.8818283144378345,CP257B-Well5-82,Well5,82,CP257B
355,82,7.149343838271573,CP257B-Well4-82,Well4,82,CP257B
356,82,19.20558241499033,CP257L-Well1-82,Well1,82,CP257L
357,82,1.2138044385522728,CP257L-Well2-82,Well2,82,CP257L
358,82,4.820185295564583,CP257B-Well6-82,Well6,82,CP257B
359,82,1.8403337765944845,CP257L-Well4-82,Well4,82,CP257L
360,82,5.9260483404329625,CP257L-Well6-82,Well6,82,CP257L
361,82,2.04606053261792,CP257A-Well1-82,Well1,82,CP257A
362,82,2.893203907302713,CP257L-Well5-82,Well5,82,CP257L
363,82,15.896999677618386,CP257A-Well5-82,Well5,82,CP257A
364,82,3.090026105536151,CP257F-Well5-82,Well5,82,CP257F
365,82,3.250371945129689,CP257D-Well6-82,Well6,82,CP257D
366,82,23.3857904595761,CP257J-Well6-82,Well6,82,CP257J
367,82,1.478997466920499,CP257A-Well4-82,Well4,82,CP257A
368,82,1.806045046616766,CP257J-Well2-82,Well2,82,CP257J
369,82,5.136032768735752,CP257F-Well4-82,Well4,82,CP257F
370,82,19.89934306481197,CP257D-Well5-82,Well5,82,CP257D
371,82,11.966548647549583,CP257F-Well6-82,Well6,82,CP257F
372,82,7.190789674063958,CP257J-Well3-82,Well3,82,CP257J
373,82,15.826412958373162,CP257D-Well4-82,Well4,82,CP257D
374,82,17.632586947963922,CP257J-Well5-82,Well5,82,CP257J
375,83,1.3112823457427971,CP257K-Well4-83,Well4,83,CP257K
376,85,1.1456123555660158,CP257D-Well3-85,Well3,85,CP257D
377,85,0.8892498273359267,CP257B-Well6-85,Well6,85,CP257B
378,86,1.154575207003903,CP257K-Well6-86,Well6,86,CP257K
379,86,0.6694187941625371,CP257B-Well6-86,Well6,86,CP257B
380,87,1.069024779898519,CP257F-Well5-87,Well5,87,CP257F
381,89,2.665588118979422,CP257J-Well2-89,Well2,89,CP257J
382,89,2.563773329588756,CP257D-Well1-89,Well1,89,CP257D
383,89,5.498611045797048,CP257K-Well6-89,Well6,89,CP257K
384,89,1.3392759027198906,CP257H-Well2-89,Well2,89,CP257H
385,89,3.784699158305923,CP257K-Well5-89,Well5,89,CP257K
386,89,3.902986247704402,CP257H-Well3-89,Well3,89,CP257H
387,89,4.3405078368693175,CP257J-Well3-89,Well3,89,CP257J
388,89,1.4576975077950869,CP257D-Well4-89,Well4,89,CP257D
389,89,8.147151489104454,CP257N-Well1-89,Well1,89,CP257N
390,89,2.0484851700415816,CP257A-Well1-89,Well1,89,CP257A
391,89,9.041703221569136,CP257N-Well2-89,Well2,89,CP257N
392,89,5.683657459756517,CP257K-Well1-89,Well1,89,CP257K
393,89,17.622611359593403,CP257L-Well1-89,Well1,89,CP257L
394,89,21.028762523251416,CP257A-Well3-89,Well3,89,CP257A
395,89,9.955868416287244,CP257A-Well2-89,Well2,89,CP257A
396,89,9.916608572596177,CP257K-Well2-89,Well2,89,CP257K
397,89,6.986511175435764,CP257F-Well2-89,Well2,89,CP257F
398,89,7.728909018290931,CP257B-Well1-89,Well1,89,CP257B
399,89,3.7494992376436977,CP257L-Well2-89,Well2,89,CP257L
400,89,3.4410729365804125,CP257J-Well1-89,Well1,89,CP257J
401,89,8.732844513276644,CP257F-Well3-89,Well3,89,CP257F
402,89,5.449825529332939,CP257N-Well4-89,Well4,89,CP257N
403,89,14.882286348511713,CP257K-Well3-89,Well3,89,CP257K
404,89,5.304687249882956,CP257B-Well3-89,Well3,89,CP257B
