Cell_Quality	cell_count	site	plate	well	site_location	Metadata_dataset_split
Empty	1410	CP257J-Well3-63	CP257J	Well3	63	ALLBATCHES___ALLPLATES___ALLWELLS
Great	731	CP257J-Well3-63	CP257J	Well3	63	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	726	CP257J-Well3-63	CP257J	Well3	63	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4083	CP257J-Well4-35	CP257J	Well4	35	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3367	CP257J-Well4-35	CP257J	Well4	35	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1010	CP257J-Well4-35	CP257J	Well4	35	ALLBATCHES___ALLPLATES___ALLWELLS
Great	826	CP257J-Well4-35	CP257J	Well4	35	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	797	CP257J-Well4-35	CP257J	Well4	35	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4764	CP257J-Well6-51	CP257J	Well6	51	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4588	CP257J-Well6-51	CP257J	Well6	51	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2088	CP257J-Well6-51	CP257J	Well6	51	ALLBATCHES___ALLPLATES___ALLWELLS
Great	702	CP257J-Well6-51	CP257J	Well6	51	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	669	CP257J-Well6-51	CP257J	Well6	51	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4295	CP257J-Well1-47	CP257J	Well1	47	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4047	CP257J-Well1-47	CP257J	Well1	47	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1283	CP257J-Well1-47	CP257J	Well1	47	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	877	CP257J-Well1-47	CP257J	Well1	47	ALLBATCHES___ALLPLATES___ALLWELLS
Great	802	CP257J-Well1-47	CP257J	Well1	47	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4919	CP257J-Well3-45	CP257J	Well3	45	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4599	CP257J-Well3-45	CP257J	Well3	45	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2203	CP257J-Well3-45	CP257J	Well3	45	ALLBATCHES___ALLPLATES___ALLWELLS
Great	899	CP257J-Well3-45	CP257J	Well3	45	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	794	CP257J-Well3-45	CP257J	Well3	45	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2237	CP257J-Well4-17	CP257J	Well4	17	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2116	CP257J-Well4-17	CP257J	Well4	17	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1011	CP257J-Well4-17	CP257J	Well4	17	ALLBATCHES___ALLPLATES___ALLWELLS
Great	620	CP257J-Well4-17	CP257J	Well4	17	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	242	CP257J-Well4-17	CP257J	Well4	17	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3913	CP257J-Well2-73	CP257J	Well2	73	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3781	CP257J-Well2-73	CP257J	Well2	73	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1080	CP257J-Well2-73	CP257J	Well2	73	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	780	CP257J-Well2-73	CP257J	Well2	73	ALLBATCHES___ALLPLATES___ALLWELLS
Great	768	CP257J-Well2-73	CP257J	Well2	73	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4465	CP257J-Well5-61	CP257J	Well5	61	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3519	CP257J-Well5-61	CP257J	Well5	61	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2792	CP257J-Well5-61	CP257J	Well5	61	ALLBATCHES___ALLPLATES___ALLWELLS
Great	708	CP257J-Well5-61	CP257J	Well5	61	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	467	CP257J-Well5-61	CP257J	Well5	61	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3113	CP257J-Well6-33	CP257J	Well6	33	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3053	CP257J-Well6-33	CP257J	Well6	33	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1044	CP257J-Well6-33	CP257J	Well6	33	ALLBATCHES___ALLPLATES___ALLWELLS
Great	972	CP257J-Well6-33	CP257J	Well6	33	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	692	CP257J-Well6-33	CP257J	Well6	33	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3889	CP257J-Well1-29	CP257J	Well1	29	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3823	CP257J-Well1-29	CP257J	Well1	29	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1254	CP257J-Well1-29	CP257J	Well1	29	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	708	CP257J-Well1-29	CP257J	Well1	29	ALLBATCHES___ALLPLATES___ALLWELLS
Great	655	CP257J-Well1-29	CP257J	Well1	29	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3593	CP257J-Well5-25	CP257J	Well5	25	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2835	CP257J-Well5-25	CP257J	Well5	25	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1039	CP257J-Well5-25	CP257J	Well5	25	ALLBATCHES___ALLPLATES___ALLWELLS
Great	906	CP257J-Well5-25	CP257J	Well5	25	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	552	CP257J-Well5-25	CP257J	Well5	25	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3359	CP257J-Well4-53	CP257J	Well4	53	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2898	CP257J-Well4-53	CP257J	Well4	53	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	955	CP257J-Well4-53	CP257J	Well4	53	ALLBATCHES___ALLPLATES___ALLWELLS
Great	705	CP257J-Well4-53	CP257J	Well4	53	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	538	CP257J-Well4-53	CP257J	Well4	53	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4015	CP257J-Well2-37	CP257J	Well2	37	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3987	CP257J-Well2-37	CP257J	Well2	37	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1147	CP257J-Well2-37	CP257J	Well2	37	ALLBATCHES___ALLPLATES___ALLWELLS
Great	927	CP257J-Well2-37	CP257J	Well2	37	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	908	CP257J-Well2-37	CP257J	Well2	37	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4257	CP257J-Well1-65	CP257J	Well1	65	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3804	CP257J-Well1-65	CP257J	Well1	65	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1100	CP257J-Well1-65	CP257J	Well1	65	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	879	CP257J-Well1-65	CP257J	Well1	65	ALLBATCHES___ALLPLATES___ALLWELLS
Great	777	CP257J-Well1-65	CP257J	Well1	65	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2307	CP257J-Well6-86	CP257J	Well6	86	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2093	CP257J-Well6-86	CP257J	Well6	86	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	977	CP257J-Well6-86	CP257J	Well6	86	ALLBATCHES___ALLPLATES___ALLWELLS
Great	625	CP257J-Well6-86	CP257J	Well6	86	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	213	CP257J-Well6-86	CP257J	Well6	86	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	854	CP257J-Well3-98	CP257J	Well3	98	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	840	CP257J-Well3-98	CP257J	Well3	98	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	301	CP257J-Well3-98	CP257J	Well3	98	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	133	CP257J-Well3-98	CP257J	Well3	98	ALLBATCHES___ALLPLATES___ALLWELLS
Great	126	CP257J-Well3-98	CP257J	Well3	98	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3692	CP257J-Well5-78	CP257J	Well5	78	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3428	CP257J-Well5-78	CP257J	Well5	78	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1159	CP257J-Well5-78	CP257J	Well5	78	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1023	CP257J-Well5-78	CP257J	Well5	78	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	715	CP257J-Well5-78	CP257J	Well5	78	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3286	CP257J-Well4-88	CP257J	Well4	88	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2387	CP257J-Well4-88	CP257J	Well4	88	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	825	CP257J-Well4-88	CP257J	Well4	88	ALLBATCHES___ALLPLATES___ALLWELLS
Great	621	CP257J-Well4-88	CP257J	Well4	88	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	369	CP257J-Well4-88	CP257J	Well4	88	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	5091	CP257J-Well5-96	CP257J	Well5	96	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4123	CP257J-Well5-96	CP257J	Well5	96	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2282	CP257J-Well5-96	CP257J	Well5	96	ALLBATCHES___ALLPLATES___ALLWELLS
Great	959	CP257J-Well5-96	CP257J	Well5	96	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	792	CP257J-Well5-96	CP257J	Well5	96	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4413	CP257J-Well6-68	CP257J	Well6	68	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3619	CP257J-Well6-68	CP257J	Well6	68	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	861	CP257J-Well6-68	CP257J	Well6	68	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	856	CP257J-Well6-68	CP257J	Well6	68	ALLBATCHES___ALLPLATES___ALLWELLS
Great	693	CP257J-Well6-68	CP257J	Well6	68	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	5057	CP257J-Well6-95	CP257J	Well6	95	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4440	CP257J-Well6-95	CP257J	Well6	95	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2345	CP257J-Well6-95	CP257J	Well6	95	ALLBATCHES___ALLPLATES___ALLWELLS
Great	916	CP257J-Well6-95	CP257J	Well6	95	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	660	CP257J-Well6-95	CP257J	Well6	95	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2690	CP257J-Well4-79	CP257J	Well4	79	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2230	CP257J-Well4-79	CP257J	Well4	79	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	870	CP257J-Well4-79	CP257J	Well4	79	ALLBATCHES___ALLPLATES___ALLWELLS
Great	576	CP257J-Well4-79	CP257J	Well4	79	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	228	CP257J-Well4-79	CP257J	Well4	79	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3505	CP257J-Well1-12	CP257J	Well1	12	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3175	CP257J-Well1-12	CP257J	Well1	12	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2290	CP257J-Well1-12	CP257J	Well1	12	ALLBATCHES___ALLPLATES___ALLWELLS
Great	626	CP257J-Well1-12	CP257J	Well1	12	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	402	CP257J-Well1-12	CP257J	Well1	12	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3361	CP257J-Well5-87	CP257J	Well5	87	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2620	CP257J-Well5-87	CP257J	Well5	87	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	927	CP257J-Well5-87	CP257J	Well5	87	ALLBATCHES___ALLPLATES___ALLWELLS
Great	721	CP257J-Well5-87	CP257J	Well5	87	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	422	CP257J-Well5-87	CP257J	Well5	87	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3435	CP257J-Well6-59	CP257J	Well6	59	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2830	CP257J-Well6-59	CP257J	Well6	59	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	877	CP257J-Well6-59	CP257J	Well6	59	ALLBATCHES___ALLPLATES___ALLWELLS
Great	665	CP257J-Well6-59	CP257J	Well6	59	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	467	CP257J-Well6-59	CP257J	Well6	59	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3946	CP257J-Well5-69	CP257J	Well5	69	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3175	CP257J-Well5-69	CP257J	Well5	69	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	933	CP257J-Well5-69	CP257J	Well5	69	ALLBATCHES___ALLPLATES___ALLWELLS
Great	841	CP257J-Well5-69	CP257J	Well5	69	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	666	CP257J-Well5-69	CP257J	Well5	69	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4747	CP257J-Well4-97	CP257J	Well4	97	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3467	CP257J-Well4-97	CP257J	Well4	97	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	3271	CP257J-Well4-97	CP257J	Well4	97	ALLBATCHES___ALLPLATES___ALLWELLS
Great	885	CP257J-Well4-97	CP257J	Well4	97	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	427	CP257J-Well4-97	CP257J	Well4	97	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1044	CP257J-Well1-30	CP257J	Well1	30	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	885	CP257J-Well1-30	CP257J	Well1	30	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	513	CP257J-Well1-30	CP257J	Well1	30	ALLBATCHES___ALLPLATES___ALLWELLS
Great	154	CP257J-Well1-30	CP257J	Well1	30	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	134	CP257J-Well1-30	CP257J	Well1	30	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1198	CP257J-Well1-3	CP257J	Well1	3	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	970	CP257J-Well1-3	CP257J	Well1	3	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	602	CP257J-Well1-3	CP257J	Well1	3	ALLBATCHES___ALLPLATES___ALLWELLS
Great	170	CP257J-Well1-3	CP257J	Well1	3	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	114	CP257J-Well1-3	CP257J	Well1	3	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3038	CP257J-Well3-89	CP257J	Well3	89	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2869	CP257J-Well3-89	CP257J	Well3	89	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1205	CP257J-Well3-89	CP257J	Well3	89	ALLBATCHES___ALLPLATES___ALLWELLS
Great	469	CP257J-Well3-89	CP257J	Well3	89	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	389	CP257J-Well3-89	CP257J	Well3	89	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2957	CP257J-Well1-72	CP257J	Well1	72	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2939	CP257J-Well1-72	CP257J	Well1	72	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	639	CP257J-Well1-72	CP257J	Well1	72	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	558	CP257J-Well1-72	CP257J	Well1	72	ALLBATCHES___ALLPLATES___ALLWELLS
Great	516	CP257J-Well1-72	CP257J	Well1	72	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4044	CP257J-Well3-7	CP257J	Well3	7	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3817	CP257J-Well3-7	CP257J	Well3	7	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	3057	CP257J-Well3-7	CP257J	Well3	7	ALLBATCHES___ALLPLATES___ALLWELLS
Great	644	CP257J-Well3-7	CP257J	Well3	7	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	418	CP257J-Well3-7	CP257J	Well3	7	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3843	CP257J-Well3-16	CP257J	Well3	16	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3681	CP257J-Well3-16	CP257J	Well3	16	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1175	CP257J-Well3-16	CP257J	Well3	16	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	762	CP257J-Well3-16	CP257J	Well3	16	ALLBATCHES___ALLPLATES___ALLWELLS
Great	724	CP257J-Well3-16	CP257J	Well3	16	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4488	CP257J-Well2-44	CP257J	Well2	44	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4090	CP257J-Well2-44	CP257J	Well2	44	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1257	CP257J-Well2-44	CP257J	Well2	44	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	860	CP257J-Well2-44	CP257J	Well2	44	ALLBATCHES___ALLPLATES___ALLWELLS
Great	768	CP257J-Well2-44	CP257J	Well2	44	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2380	CP257J-Well4-60	CP257J	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1617	CP257J-Well4-60	CP257J	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	968	CP257J-Well4-60	CP257J	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	616	CP257J-Well4-60	CP257J	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Great	607	CP257J-Well4-60	CP257J	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	5488	CP257J-Well5-5	CP257J	Well5	5	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4526	CP257J-Well5-5	CP257J	Well5	5	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2679	CP257J-Well5-5	CP257J	Well5	5	ALLBATCHES___ALLPLATES___ALLWELLS
Great	927	CP257J-Well5-5	CP257J	Well5	5	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	713	CP257J-Well5-5	CP257J	Well5	5	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4207	CP257J-Well3-52	CP257J	Well3	52	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4085	CP257J-Well3-52	CP257J	Well3	52	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1226	CP257J-Well3-52	CP257J	Well3	52	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	670	CP257J-Well3-52	CP257J	Well3	52	ALLBATCHES___ALLPLATES___ALLWELLS
Great	647	CP257J-Well3-52	CP257J	Well3	52	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3900	CP257J-Well4-24	CP257J	Well4	24	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3626	CP257J-Well4-24	CP257J	Well4	24	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	879	CP257J-Well4-24	CP257J	Well4	24	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	838	CP257J-Well4-24	CP257J	Well4	24	ALLBATCHES___ALLPLATES___ALLWELLS
Great	722	CP257J-Well4-24	CP257J	Well4	24	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1205	CP257J-Well2-80	CP257J	Well2	80	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1138	CP257J-Well2-80	CP257J	Well2	80	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	854	CP257J-Well2-80	CP257J	Well2	80	ALLBATCHES___ALLPLATES___ALLWELLS
Great	161	CP257J-Well2-80	CP257J	Well2	80	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	115	CP257J-Well2-80	CP257J	Well2	80	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1921	CP257J-Well6-40	CP257J	Well6	40	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1657	CP257J-Well6-40	CP257J	Well6	40	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	520	CP257J-Well6-40	CP257J	Well6	40	ALLBATCHES___ALLPLATES___ALLWELLS
Great	391	CP257J-Well6-40	CP257J	Well6	40	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	232	CP257J-Well6-40	CP257J	Well6	40	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4649	CP257J-Well3-34	CP257J	Well3	34	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4508	CP257J-Well3-34	CP257J	Well3	34	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1827	CP257J-Well3-34	CP257J	Well3	34	ALLBATCHES___ALLPLATES___ALLWELLS
Great	808	CP257J-Well3-34	CP257J	Well3	34	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	778	CP257J-Well3-34	CP257J	Well3	34	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3299	CP257J-Well4-6	CP257J	Well4	6	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3171	CP257J-Well4-6	CP257J	Well4	6	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	700	CP257J-Well4-6	CP257J	Well4	6	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	678	CP257J-Well4-6	CP257J	Well4	6	ALLBATCHES___ALLPLATES___ALLWELLS
Great	523	CP257J-Well4-6	CP257J	Well4	6	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4137	CP257J-Well2-62	CP257J	Well2	62	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4035	CP257J-Well2-62	CP257J	Well2	62	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1139	CP257J-Well2-62	CP257J	Well2	62	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	763	CP257J-Well2-62	CP257J	Well2	62	ALLBATCHES___ALLPLATES___ALLWELLS
Great	622	CP257J-Well2-62	CP257J	Well2	62	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3187	CP257J-Well5-50	CP257J	Well5	50	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2648	CP257J-Well5-50	CP257J	Well5	50	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	842	CP257J-Well5-50	CP257J	Well5	50	ALLBATCHES___ALLPLATES___ALLWELLS
Great	662	CP257J-Well5-50	CP257J	Well5	50	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	496	CP257J-Well5-50	CP257J	Well5	50	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	6536	CP257J-Well6-22	CP257J	Well6	22	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	6154	CP257J-Well6-22	CP257J	Well6	22	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	4963	CP257J-Well6-22	CP257J	Well6	22	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1059	CP257J-Well6-22	CP257J	Well6	22	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	620	CP257J-Well6-22	CP257J	Well6	22	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3618	CP257J-Well1-18	CP257J	Well1	18	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3181	CP257J-Well1-18	CP257J	Well1	18	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1136	CP257J-Well1-18	CP257J	Well1	18	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1119	CP257J-Well1-18	CP257J	Well1	18	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	845	CP257J-Well1-18	CP257J	Well1	18	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4143	CP257J-Well5-14	CP257J	Well5	14	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3467	CP257J-Well5-14	CP257J	Well5	14	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	886	CP257J-Well5-14	CP257J	Well5	14	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	847	CP257J-Well5-14	CP257J	Well5	14	ALLBATCHES___ALLPLATES___ALLWELLS
Great	816	CP257J-Well5-14	CP257J	Well5	14	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3946	CP257J-Well3-70	CP257J	Well3	70	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3828	CP257J-Well3-70	CP257J	Well3	70	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2546	CP257J-Well3-70	CP257J	Well3	70	ALLBATCHES___ALLPLATES___ALLWELLS
Great	622	CP257J-Well3-70	CP257J	Well3	70	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	411	CP257J-Well3-70	CP257J	Well3	70	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4394	CP257J-Well6-4	CP257J	Well6	4	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4287	CP257J-Well6-4	CP257J	Well6	4	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	3454	CP257J-Well6-4	CP257J	Well6	4	ALLBATCHES___ALLPLATES___ALLWELLS
Great	872	CP257J-Well6-4	CP257J	Well6	4	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	438	CP257J-Well6-4	CP257J	Well6	4	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	5620	CP257J-Well4-42	CP257J	Well4	42	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	5014	CP257J-Well4-42	CP257J	Well4	42	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	3198	CP257J-Well4-42	CP257J	Well4	42	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1001	CP257J-Well4-42	CP257J	Well4	42	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	733	CP257J-Well4-42	CP257J	Well4	42	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	832	CP257J-Well2-8	CP257J	Well2	8	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	822	CP257J-Well2-8	CP257J	Well2	8	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	269	CP257J-Well2-8	CP257J	Well2	8	ALLBATCHES___ALLPLATES___ALLWELLS
Great	132	CP257J-Well2-8	CP257J	Well2	8	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	129	CP257J-Well2-8	CP257J	Well2	8	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3469	CP257J-Well2-26	CP257J	Well2	26	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3323	CP257J-Well2-26	CP257J	Well2	26	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	925	CP257J-Well2-26	CP257J	Well2	26	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	779	CP257J-Well2-26	CP257J	Well2	26	ALLBATCHES___ALLPLATES___ALLWELLS
Great	708	CP257J-Well2-26	CP257J	Well2	26	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3986	CP257J-Well1-54	CP257J	Well1	54	ALLBATCHES___ALLPLATES___ALLWELLS
